,size,url
1077,7.392834920000001e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/098p1/098p1_d13.nc
1350,7.388253e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/163p1/163p1_d01.nc
894,7.379505639999999e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/045p1/045p1_d18.nc
1120,7.37403976e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/106p1/106p1_d11.nc
1257,7.34872392e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/143p1/143p1_d07.nc
1282,7.347141680000001e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/147p1/147p1_d02.nc
1226,7.272776399999999e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/139p1/139p1_d03.nc
931,7.25774512e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/071p1/071p1_d13.nc
2,7.21913524e-16,http://thredds.coastal.ufl.edu:8080/thredds/dodsC/CH3D-SSMS/EastCoast/3D/NAM-FC/EASTCOAST-3D-NAM_fmrc.ncd
1052,7.1899936e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/096p1/096p1_d03.nc
1409,7.15569064e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/185p1/185p1_d02.nc
798,7.150455040000001e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/028p1/028p1_d01.nc
1069,7.147582720000001e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/098p1/098p1_d05.nc
925,7.13255296e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/071p1/071p1_d07.nc
1098,7.118079280000001e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/101p1/101p1_d03.nc
904,7.097176960000001e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/067p1/067p1_d09.nc
1348,7.08923656e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/162p1/162p1_d03.nc
1002,7.039417839999999e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/092p1/092p1_historic.nc
1453,7.02673808e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/203p1/203p1_d01.nc
335,7.01845328e-16,http://thredds.ucar.edu/thredds/dodsC/grib/FNMOC/COAMPS/Europe/Best
388,7.005867799999999e-16,http://thredds.ucar.edu/thredds/dodsC/grib/NCEP/SREF/Alaska_45km/ensprod/Best
1264,6.956328399999999e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/144p1/144p1_d03.nc
1439,6.908070080000001e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/195p1/195p1_d01.nc
834,6.90747568e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/036p1/036p1_d15.nc
923,6.89876224e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/071p1/071p1_d05.nc
951,6.883559439999999e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/076p1/076p1_d22.nc
1472,6.8693052e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/431p1/431p1_d03.nc
880,6.8650828e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/045p1/045p1_d04.nc
1089,6.81029632e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/100p1/100p1_d08.nc
1155,6.776796159999999e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/116p1/116p1_d02.nc
1324,6.74351712e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/156p1/156p1_d07.nc
1051,6.73449784e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/096p1/096p1_d02.nc
819,6.71037184e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/029p1/029p1_d06.nc
854,6.69604992e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/036p1/036p1_d35.nc
926,6.646101760000001e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/071p1/071p1_d08.nc
1329,6.58529312e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/157p1/157p1_d03.nc
1416,6.551274960000001e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/187p1/187p1_d02.nc
889,6.54352384e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/045p1/045p1_d13.nc
988,6.527591680000001e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/092p1/092p1_d06.nc
1171,6.525644800000001e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/122p1/122p1_d01.nc
1262,6.50918408e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/144p1/144p1_d01.nc
1159,6.489452799999999e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/118p1/118p1_d01.nc
1162,6.487621120000001e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/121p1/121p1_d02.nc
1229,6.451593840000001e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/139p1/139p1_d06.nc
838,6.41663728e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/036p1/036p1_d19.nc
1161,6.405771520000001e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/121p1/121p1_d01.nc
1375,6.393024040000001e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/170p1/170p1_d01.nc
813,6.37998336e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/028p1/028p1_historic.nc
843,6.367564960000002e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/036p1/036p1_d24.nc
397,6.34094072e-16,http://thredds.ucar.edu/thredds/dodsC/grib/NCEP/WW3/Regional_Alaska/Best
802,6.33981952e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/028p1/028p1_d05.nc
1062,6.322899440000001e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/096p1/096p1_historic.nc
938,6.312858640000002e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/076p1/076p1_d09.nc
1419,6.309298280000001e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/188p1/188p1_d02.nc
1371,6.291787599999999e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/168p1/168p1_d05.nc
1194,6.23223808e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/130p1/130p1_d01.nc
918,6.20663896e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/067p1/067p1_historic.nc
1095,6.160391640000001e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/100p1/100p1_historic.nc
837,6.146679759999999e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/036p1/036p1_d18.nc
832,6.138932239999999e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/029p1/029p1_d19.nc
1373,6.09479872e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/169p1/169p1_d01.nc
907,6.073851760000001e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/067p1/067p1_d12.nc
818,6.06358912e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/029p1/029p1_d05.nc
1309,6.055215800000001e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/154p1/154p1_d04.nc
1312,6.03407488e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/155p1/155p1_d01.nc
1113,6.028288e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/106p1/106p1_d04.nc
1079,6.0259132e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/098p1/098p1_historic.nc
1116,6.012578559999999e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/106p1/106p1_d07.nc
1050,5.994304e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/096p1/096p1_d01.nc
1045,5.992445439999999e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/095p1/095p1_d04.nc
883,5.97441472e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/045p1/045p1_d07.nc
1273,5.9657742e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/146p1/146p1_d05.nc
1059,5.95883392e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/096p1/096p1_d10.nc
1297,5.94211256e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/150p1/150p1_d03.nc
817,5.908990719999999e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/029p1/029p1_d04.nc
1444,5.904507999999999e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/197p1/197p1_d02.nc
1314,5.900143360000001e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/155p1/155p1_d03.nc
984,5.897248000000001e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/092p1/092p1_d02.nc
1175,5.82754816e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/124p1/124p1_d01.nc
948,5.81129584e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/076p1/076p1_d19.nc
1343,5.730772479999999e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/161p1/161p1_d02.nc
821,5.728046080000001e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/029p1/029p1_d08.nc
1315,5.66173312e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/155p1/155p1_d04.nc
1078,5.615326159999999e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/098p1/098p1_d14.nc
1431,5.614090239999999e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/191p1/191p1_d08.nc
1075,5.59948672e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/098p1/098p1_d11.nc
940,5.57231272e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/076p1/076p1_d11.nc
908,5.561702079999999e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/067p1/067p1_d13.nc
841,5.48963512e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/036p1/036p1_d22.nc
1033,5.48779432e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/094p1/094p1_d05.nc
1202,5.48247184e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/132p1/132p1_d05.nc
1474,5.459529359999999e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/432p1/432p1_d01.nc
862,5.44766256e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/043p1/043p1_d03.nc
814,5.443630000000001e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/029p1/029p1_d01.nc
1065,5.42582272e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/098p1/098p1_d01.nc
944,5.42405176e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/076p1/076p1_d15.nc
1123,5.404776840000001e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/106p1/106p1_historic.nc
937,5.35611904e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/076p1/076p1_d08.nc
1142,5.355883919999999e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/111p1/111p1_historic.nc
1135,5.350186239999999e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/111p1/111p1_d05.nc
1163,5.32865536e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/121p1/121p1_d03.nc
391,5.3205431999999995e-16,http://thredds.ucar.edu/thredds/dodsC/grib/NCEP/SREF/PacificNE_0p4/ensprod/Best
1377,5.313794560000001e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/172p1/172p1_d01.nc
1392,5.3107988e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/179p1/179p1_d03.nc
1073,5.294033919999999e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/098p1/098p1_d09.nc
1270,5.278362880000001e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/146p1/146p1_d02.nc
868,5.271181280000001e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/043p1/043p1_d09.nc
1152,5.27105536e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/115p1/115p1_d02.nc
1300,5.23403324e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/150p1/150p1_d06.nc
867,5.21665552e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/043p1/043p1_d08.nc
809,5.20162424e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/028p1/028p1_d12.nc
1017,5.200015079999999e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/093p1/093p1_d31.nc
789,5.187936e-16,http://thredds.axiomalaska.com/thredds/dodsC/GEBCO.nc
1434,5.07107296e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/191p1/191p1_d11.nc
915,5.05519672e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/067p1/067p1_d20.nc
342,5.040829560000001e-16,http://thredds.ucar.edu/thredds/dodsC/grib/FNMOC/WW3/Global_1p0deg/Best
1187,5.038653519999999e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/128p1/128p1_d05.nc
850,5.03229568e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/036p1/036p1_d31.nc
1269,5.013337679999999e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/146p1/146p1_d01.nc
906,4.994463999999999e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/067p1/067p1_d11.nc
405,4.9861887200000005e-16,http://thredds.ucar.edu/thredds/dodsC/grib/NPVU/RFC/RFC-KORN/Best
1277,4.932643439999999e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/146p1/146p1_d09.nc
1041,4.90043496e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/094p1/094p1_historic.nc
941,4.89661576e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/076p1/076p1_d12.nc
997,4.893383679999999e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/092p1/092p1_d15.nc
946,4.89332824e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/076p1/076p1_d17.nc
845,4.8913792e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/036p1/036p1_d26.nc
1393,4.86302488e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/179p1/179p1_d04.nc
1211,4.859069280000001e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/134p1/134p1_d01.nc
1432,4.844038e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/191p1/191p1_d09.nc
815,4.82368768e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/029p1/029p1_d02.nc
887,4.74290944e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/045p1/045p1_d11.nc
8,4.7403082e-16,http://thredds.coastal.ufl.edu:8080/thredds/dodsC/CH3D-SSMS/Southwest/3D/NAM-FC/SOUTHWEST-3D-NAM_fmrc.ncd
1170,4.72032388e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/121p1/121p1_historic.nc
1271,4.71587656e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/146p1/146p1_d03.nc
860,4.655751439999999e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/043p1/043p1_d01.nc
401,4.621361239999999e-16,http://thredds.ucar.edu/thredds/dodsC/grib/NPVU/RFC/RFC-KFWR/Best
350,4.60708964e-16,http://thredds.ucar.edu/thredds/dodsC/grib/NCEP/GFS/CONUS_80km/Best
842,4.597734399999999e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/036p1/036p1_d23.nc
879,4.597714959999999e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/045p1/045p1_d03.nc
336,4.55864184e-16,http://thredds.ucar.edu/thredds/dodsC/grib/FNMOC/COAMPS/Northeast_Pacific/Best
1378,4.51632256e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/172p1/172p1_d02.nc
1214,4.49752744e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/134p1/134p1_d04.nc
1388,4.495154080000001e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/176p1/176p1_d02.nc
1071,4.47679744e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/098p1/098p1_d07.nc
403,4.44175328e-16,http://thredds.ucar.edu/thredds/dodsC/grib/NPVU/RFC/RFC-KMSR/Best
1298,4.4207618800000003e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/150p1/150p1_d04.nc
808,4.38993512e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/028p1/028p1_d11.nc
805,4.38474496e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/028p1/028p1_d08.nc
1258,4.3480057599999995e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/143p1/143p1_d08.nc
1111,4.33335424e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/106p1/106p1_d02.nc
955,4.3223383999999997e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/076p1/076p1_d26.nc
1308,4.27996944e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/154p1/154p1_d03.nc
1401,4.25623584e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/181p1/181p1_d04.nc
330,4.25623584e-16,http://dm2.caricoos.org/thredds/dodsC/content/Rincon_Waverider/181p1_d04.nc
1190,4.2343624800000003e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/128p1/128p1_historic.nc
922,4.21969408e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/071p1/071p1_d04.nc
892,4.1268352e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/045p1/045p1_d16.nc
400,4.12430212e-16,http://thredds.ucar.edu/thredds/dodsC/grib/NPVU/RFC/RFC-KALR/Best
1007,4.08904912e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/093p1/093p1_d21.nc
886,4.07229424e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/045p1/045p1_d10.nc
1137,4.02532096e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/111p1/111p1_d07.nc
991,4.01448448e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/092p1/092p1_d09.nc
835,4.00516072e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/036p1/036p1_d16.nc
902,3.99374008e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/067p1/067p1_d07.nc
873,3.98658204e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/043p1/043p1_d14.nc
1097,3.97090816e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/101p1/101p1_d02.nc
1354,3.9500724000000004e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/164p1/164p1_d01.nc
916,3.9081288799999997e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/067p1/067p1_d21.nc
986,3.9026713599999997e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/092p1/092p1_d04.nc
253,3.88775572e-16,http://comt.sura.org/thredds/dodsC/data/comt_1_archive/inundation_extratropical/UND_ADCIRC/2007_2D_final_run_with_waves
982,3.8593600000000005e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/091p1/091p1_d15.nc
1399,3.8583024799999997e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/181p1/181p1_d02.nc
328,3.8583024799999997e-16,http://dm2.caricoos.org/thredds/dodsC/content/Rincon_Waverider/181p1_d02.nc
871,3.8541656000000004e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/043p1/043p1_d12.nc
1177,3.8305331199999997e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/125p1/125p1_d01.nc
1240,3.7712792799999997e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/142p1/142p1_d05.nc
1000,3.7562479999999995e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/092p1/092p1_d18.nc
1179,3.72969088e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/126p1/126p1_d01.nc
881,3.7176143200000003e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/045p1/045p1_d05.nc
1028,3.7037350799999996e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/093p1/093p1_historic.nc
1238,3.62808624e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/142p1/142p1_d03.nc
1023,3.6130549599999994e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/093p1/093p1_d37.nc
351,3.6114939199999996e-16,http://thredds.ucar.edu/thredds/dodsC/grib/NCEP/GFS/CONUS_95km/Best
974,3.6024852800000006e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/091p1/091p1_d07.nc
338,3.5996428399999993e-16,http://thredds.ucar.edu/thredds/dodsC/grib/FNMOC/COAMPS/Western_Atlantic/Best
1208,3.58148848e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/132p1/132p1_historic.nc
1087,3.56648672e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/100p1/100p1_d06.nc
1231,3.52879608e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/139p1/139p1_historic.nc
1355,3.51495608e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/164p1/164p1_d02.nc
1144,3.4715696e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/113p1/113p1_d02.nc
949,3.47061296e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/076p1/076p1_d20.nc
861,3.45562208e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/043p1/043p1_d02.nc
865,3.4350529599999996e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/043p1/043p1_d06.nc
1326,3.41760368e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/156p1/156p1_historic.nc
979,3.4092848000000003e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/091p1/091p1_d12.nc
1261,3.37060216e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/143p1/143p1_historic.nc
1093,3.3593894799999994e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/100p1/100p1_d12.nc
1243,3.34011856e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/142p1/142p1_d08.nc
1241,3.3187583200000003e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/142p1/142p1_d06.nc
1090,3.3159152e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/100p1/100p1_d09.nc
1219,3.2599807199999996e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/134p1/134p1_historic.nc
1316,3.2020860799999995e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/155p1/155p1_d05.nc
1463,3.1992992e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/430p1/430p1_d02.nc
913,3.18440576e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/067p1/067p1_d18.nc
1447,3.16892404e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/198p1/198p1_d02.nc
1332,3.14708528e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/158p1/158p1_d01.nc
1436,3.1407178400000005e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/191p1/191p1_historic.nc
414,3.1333739199999995e-16,http://thredds.ucar.edu/thredds/dodsC/grib/nexrad/composite/nws/Best
1250,3.1248871999999996e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/142p1/142p1_historic.nc
399,3.0772551200000003e-16,http://thredds.ucar.edu/thredds/dodsC/grib/NCEP/WW3/Regional_US_West_Coast/Best
939,3.0552017599999997e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/076p1/076p1_d10.nc
1460,3.04028408e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/207p1/207p1_d01.nc
1148,3.0344393600000006e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/114p1/114p1_d03.nc
1352,3.0070570399999997e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/163p1/163p1_d03.nc
1134,2.9960662400000005e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/111p1/111p1_d04.nc
1280,2.9937788e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/146p1/146p1_historic.nc
971,2.9750132e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/091p1/091p1_d04.nc
1268,2.938822e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/144p1/144p1_historic.nc
1236,2.9303183999999997e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/142p1/142p1_d01.nc
876,2.92959628e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/043p1/043p1_historic.nc
1037,2.89808852e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/094p1/094p1_d09.nc
1157,2.89362656e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/117p1/117p1_d01.nc
1029,2.8800790399999993e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/094p1/094p1_d01.nc
1049,2.8638004800000003e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/095p1/095p1_historic.nc
387,2.7862583199999996e-16,http://thredds.ucar.edu/thredds/dodsC/grib/NCEP/RTMA/GUAM_2p5km/Best
987,2.7800856e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/092p1/092p1_d05.nc
1429,2.75073432e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/191p1/191p1_d06.nc
1,2.74258484e-16,http://thredds.coastal.ufl.edu:8080/thredds/dodsC/CH3D-SSMS/EastCoast/2D/NAM-FC/EASTCOAST-2D-NAM_fmrc.ncd
